Order ID,Order Date,Customer Name,Region,Category,Product Name,Quantity,Unit Price,Payment Method,Sales,Profit,Discount,Net Sales,Profit Margin
d025b9dd-37cd-4b3c-8196-6028757050c4,2024-08-03,Joshua Arroyo,North,Electronics,She Gadget,3,248.73,COD,746.1899999999999,93.20511825654268,33.89731999882421,712.2926800011758,0.12490802376947249
7ad24d20-eaba-4e0a-989d-95bce4cfc16c,2025-02-15,Jennifer Bean,North,Clothing,Field Pack,4,200.77,Debit Card,803.08,192.8539290383351,42.24940383978031,760.8305961602198,0.24014286128198323
e2da7f9d-0f59-451b-afd8-261e89e53a1b,2025-02-22,Annette Perez,East,Books,Friend Gadget,3,220.51,Upi,661.53,129.92369046529976,57.493086332253455,604.0369136677465,0.19639878836228103
10a6a22e-6eee-4ded-8b4b-8b2f69e87428,2024-12-30,Ricky Andrews,South,Beauty,Big Pack,1,396.41,cod,396.41,67.28334194410945,16.09440248102017,380.31559751897987,0.1697316968394073
2263fa62-8003-495d-b366-b1da9f023619,2025-04-14,Leslie Turner,South,Toys,Pattern Gadget,4,27.95,UPI,111.8,9.07857680029288,9.868415128580068,101.93158487141993,0.0812037280884873
0b08e632-683b-46de-a809-483613dee5ba,2024-12-05,Stephanie Alvarez,South,Home & Kitchen,Something Item,3,348.37,Cod,1045.1100000000001,84.86178662971376,18.74101576422451,1026.3689842357755,0.08119890406724053
642609cf-a361-4338-b0e2-e9a900fcdbbe,2024-10-20,Felicia Ponce MD,North,Home & Kitchen,From Gadget,5,62.67,Upi,313.35,19.307599974581063,25.040381126939202,288.3096188730608,0.061616722433639894
a70547f5-516b-4755-9259-4813f1a71fd2,2024-10-20,Kelly Bennett,Central,Sports,Tell Item,3,68.75,Upi,206.25,46.04226601321608,17.795102938578545,188.45489706142146,0.22323522915498706
5ab687c1-3d45-4083-9811-c38afbe3e417,2025-01-30,Michael Jones,North,Toys,Morning Tool,3,391.25,Debit Card,1173.75,199.79924900671827,30.944262301604375,1142.8057376983957,0.17022300234864177
17b95bcc-4006-4a0a-8601-135d40b06c9e,2025-03-01,Omar Williams,Central,Books,Fill Item,5,13.89,Net Banking,69.45,13.307628105587073,3.3843810005924393,66.06561899940756,0.1916145155592091
