"Order ID","Customer Name",Region,Category,"Product Name",Quantity,"Unit Price","Payment Method",Sales,Profit,Discount,"Net Sales","Profit Margin",Order_Date
d025b9dd-37cd-4b3c-8196-6028757050c4,"Joshua Arroyo",North,Electronics,"She Gadget",3,248.73,COD,746.1899999999999,93.20511825654268,33.89731999882421,712.2926800011758,0.12490802376947249,2024-08-03
7ad24d20-eaba-4e0a-989d-95bce4cfc16c,"Jennifer Bean",North,Clothing,"Field Pack",4,200.77,"Debit Card",803.08,192.8539290383351,42.24940383978031,760.8305961602198,0.24014286128198323,2025-02-15
e2da7f9d-0f59-451b-afd8-261e89e53a1b,"Annette Perez",East,Books,"Friend Gadget",3,220.51,UPI,661.53,129.92369046529976,57.493086332253455,604.0369136677465,0.19639878836228103,2025-02-22
10a6a22e-6eee-4ded-8b4b-8b2f69e87428,"Ricky Andrews",South,Beauty,"Big Pack",1,396.41,COD,396.41,67.28334194410945,16.09440248102017,380.31559751897987,0.1697316968394073,2024-12-30
2263fa62-8003-495d-b366-b1da9f023619,"Leslie Turner",South,Toys,"Pattern Gadget",4,27.95,UPI,111.8,9.07857680029288,9.868415128580068,101.93158487141993,0.0812037280884873,2025-04-14
0b08e632-683b-46de-a809-483613dee5ba,"Stephanie Alvarez",South,"Home & Kitchen","Something Item",3,348.37,COD,1045.1100000000001,84.86178662971376,18.74101576422451,1026.3689842357755,0.08119890406724053,2024-12-05
642609cf-a361-4338-b0e2-e9a900fcdbbe,"Felicia Ponce MD",North,"Home & Kitchen","From Gadget",5,62.67,UPI,313.35,19.307599974581063,25.040381126939202,288.3096188730608,0.061616722433639894,2024-10-20
a70547f5-516b-4755-9259-4813f1a71fd2,"Kelly Bennett",Central,Sports,"Tell Item",3,68.75,UPI,206.25,46.04226601321608,17.795102938578545,188.45489706142146,0.22323522915498706,2024-10-20
5ab687c1-3d45-4083-9811-c38afbe3e417,"Michael Jones",North,Toys,"Morning Tool",3,391.25,"Debit Card",1173.75,199.79924900671827,30.944262301604375,1142.8057376983957,0.17022300234864177,2025-01-30
17b95bcc-4006-4a0a-8601-135d40b06c9e,"Omar Williams",Central,Books,"Fill Item",5,13.89,"Net Banking",69.45,13.307628105587073,3.3843810005924393,66.06561899940756,0.1916145155592091,2025-03-01
dcbbb829-7ded-4952-8ff9-cc7ca35de4d2,"Leslie Smith",West,Toys,"Pattern Tool",4,25.87,COD,103.48,5.6000166939459275,2.576132501397558,100.90386749860245,0.05411689885916049,2024-10-24
da77b7bc-2b06-4f0b-bfca-2cae7369defd,"Alyssa Davis",North,"Home & Kitchen","Force Set",2,100.5,"Debit Card",201,49.04037605691217,14.792468693505398,186.20753130649462,0.24398197043239886,2025-01-09
80f10a9e-7421-4a6c-a912-fcccdc18241b,"Matthew Macdonald",North,Toys,"Then Pack",1,495.18,COD,495.18,107.20078937431057,28.81021570098941,466.3697842990106,0.21648852816008435,2024-09-24
cd8678ed-6406-4361-b96d-a05cda605615,"Andrew Bowen",North,"Home & Kitchen","Town Set",5,262.53,COD,1312.6499999999999,121.37788672636785,88.18264719510098,1224.4673528048988,0.09246782213565524,2024-08-28
977d1a91-8fda-4f25-bd5e-dc5537b1ceb8,"Stephanie Vaughan",South,Beauty,"Story Gadget",4,105.58,UPI,422.32,36.473664030180544,11.691433829645238,410.62856617035476,0.08636499344142012,2025-02-04
9d08f2fe-13d7-4187-8db8-09d87cc9f938,"Michele Mcclain",South,Books,"Call Item",2,198.34,"Debit Card",396.68,34.38458019373202,11.526381370305842,385.15361862969417,0.08668090197068674,2024-09-11
050107ee-25f5-46f3-a282-14467917f4c9,"Sherri Booker",Central,Sports,"College Tool",5,442.85,"Net Banking",2214.25,245.4461772946313,30.412190770927918,2183.8378092290723,0.11084844859190755,2025-05-15
6e3e32f4-b880-40b8-b5d9-449efddd04df,"Erin Mills",Central,Clothing,"Up Tool",5,48.75,UPI,243.75,37.76937604207159,9.502856553356322,234.2471434466437,0.15495128632644756,2025-05-07
b9a247a8-09de-4263-b016-224f1cc249a4,"Billy Thompson",North,Books,"Student Item",2,436.26,UPI,872.52,119.00213353312378,52.68015707161723,819.8398429283827,0.13638900372842316,2024-10-10
0d0ebe74-a45d-43ca-a7e0-7bd287327313,"Monica Aguilar",Central,Toys,"You Gadget",4,18.5,COD,74,8.010191274931021,6.45384652722221,67.54615347277779,0.10824582803960839,2025-03-30
212e19fa-83cd-4b83-b45e-c380d0bde8f0,"Carl Johnson",South,Sports,"Age Item",3,81.23,COD,243.69,42.004986382979325,17.06401947040853,226.62598052959146,0.17237057894447588,2024-10-04
6eefc98c-afcc-4cd2-88fd-22b415510f8d,"Xavier Griffin",Central,Toys,"International Set",3,230.54,"Debit Card",691.62,53.876348780833034,34.017792467076255,657.6022075329238,0.07789877213040837,2024-06-01
ae68e72d-6638-4eca-b0e3-ed0621c408dc,"Christopher Parker",West,Books,"Sometimes Set",2,163.59,UPI,327.18,35.47577722155054,31.33756551247266,295.8424344875273,0.10842892970704364,2024-10-16
d19f08c2-318e-4607-ba4d-179760509af4,Unknown,South,Clothing,"Clear Gadget",3,373.85,UPI,1121.5500000000002,138.25612506920803,83.8157509235242,1037.7342490764759,0.12327236865873835,2025-04-20
14b051ee-90ca-4ffa-be6c-4d7db0ca9b6b,"Brandon Jones",West,"Home & Kitchen","Office Item",5,54.47,UPI,272.35,38.45963204030195,25.523244369965397,246.82675563003463,0.14121399684340719,2024-11-08
7e31de0c-067b-47bc-aaf9-260c761e1a9d,"Robert Anderson",Central,Toys,"Her Set",5,91.88,"Net Banking",459.4,95.11196733279009,26.407652342910964,432.992347657089,0.20703519227860273,2024-07-10
64c05ed7-c61c-49d6-a962-9f97040fd1e1,"Stephanie Jackson",East,Toys,"Establish Tool",3,113.21,COD,339.63,30.544541326888744,11.310149296319462,328.3198507036805,0.08993475643167195,2025-01-08
ccf5f657-09b6-4557-bd89-d8982b1a2261,"Tasha Smith",North,Books,"Station Tool",1,449.26,"Credit Card",449.26,68.66799276033983,6.628562540459351,442.6314374595406,0.1528468876827223,2024-08-15
dffb25db-b2c2-4e1d-8ffe-5933569a1688,"Sarah Harmon",South,"Home & Kitchen","Recently Pack",5,181.12,COD,905.6,152.5781267122931,68.23481973533976,837.3651802646602,0.16848291377240845,2025-04-27
0c25103f-1c3d-411d-b6b6-64db638fade0,"Stephanie Giles",West,"Home & Kitchen","Executive Item",2,409.61,"Net Banking",819.22,48.57162142169531,17.135845782348433,802.0841542176516,0.05929008254399955,2024-06-23
0cf2377e-9421-40d9-9f75-9c7b503945e8,"Ashley Escobar",East,Toys,"Conference Gadget",3,256.99,UPI,770.97,132.2282708940904,28.71844865794547,742.2515513420545,0.17150897038028767,2024-06-01
9748897a-508c-42f4-9d7a-375b751ce3de,"Juan Copeland",East,"Home & Kitchen","Arrive Tool",2,95.78,COD,191.56,16.111120226707513,11.095611440281546,180.46438855971846,0.0841048247374583,2024-07-04
8bec8554-c6d5-4614-8fd2-80288fbdeab2,"Leah Wallace",South,Sports,"Can Tool",4,288.16,"Credit Card",1152.64,72.62821362771054,70.07762221646037,1082.5623777835397,0.06301031859705591,2024-12-14
c700c8d1-f294-47d0-9792-ecdedb7cfb78,"Dawn Cunningham",South,Beauty,"Growth Set",3,245.27,"Net Banking",735.8100000000001,176.43039343327504,47.130460995759414,688.6795390042406,0.23977710745066666,2024-07-24
1208ff23-e0d3-4e2a-a819-b64ef2fc3661,"Craig Fields",East,Books,"West Tool",1,424.48,UPI,424.48,103.20229707989779,10.596285636415685,413.8837143635843,0.24312640661491186,2025-05-13
4f7a594d-e6bb-4e7d-b8c5-01d63c7a91b5,"Robert Vargas",North,Beauty,"Simply Item",1,215.11,UPI,215.11,45.5343707106664,9.502778183606639,205.60722181639338,0.21167946962329226,2025-01-02
46ddb56a-2e84-418b-9383-ac90f494efda,"Tiffany Chapman",North,Clothing,"Exist Item",5,282.88,COD,1414.4,156.88914302376313,92.71035633508141,1321.6896436649188,0.11092275383467415,2025-02-05
fc1ffa58-3732-4113-a28a-448e06670b29,"Lauren Morgan",West,Sports,"Business Pack",2,451.7,UPI,903.4,62.81739755867344,87.8860926079145,815.5139073920855,0.06953442280127678,2024-07-19
75ea6d34-4854-4454-b89a-05d574da8db2,"Tanya Banks",North,Sports,"All Set",4,312.48,UPI,1249.92,233.54330889961508,94.35246404702355,1155.5675359529764,0.1868466053024314,2025-05-03
a74d420e-c1e5-49f1-ab05-88b8a77ea408,"Jason Murphy",East,Beauty,"Will Item",2,492.04,COD,984.08,135.8330532078534,91.553231475292,892.526768524708,0.13803049874792028,2024-10-17
0d1c2fe8-566f-45b7-a2e6-32b57caf57d9,"Sarah Blevins",East,Electronics,"Car Item",4,416.54,COD,1666.16,123.97504507379536,130.95865187726744,1535.2013481227327,0.07440764696895577,2024-07-26
577b0918-e804-41eb-a137-7e121e86122a,"Shawn Thompson",Central,Beauty,"Story Set",5,148.75,COD,743.75,110.84506537905143,47.04555460523506,696.7044453947649,0.14903538202225403,2024-06-11
ef513799-c886-4154-9e1b-25417a4acf5f,"Nicole Austin",East,Clothing,"Send Set",3,481.75,"Net Banking",1445.25,82.20250202835388,39.429459681987176,1405.8205403180127,0.05687770422304368,2024-06-09
8649a019-8f79-47d7-bb26-593940ec7d79,"Whitney Reynolds",North,Books,"Form Set",3,62.34,"Credit Card",187.02,43.36322031935477,13.091719555524403,173.9282804444756,0.2318640804157564,2025-03-20
